Year,Player,Pos,Age,Tm,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM
2014,Jordan Crawford,SG-PG,25,TOT,14.3,0.516,5.5,25.1,1.3,0.2,13.4,23.7,2.8,-0.6
2014,Jeremy Evans,SF,26,UTA,16.2,0.549,14.8,6.1,1.8,3,9.9,15.3,2.8,-0.9
2014,Maurice Harkless,SF,20,ORL,11.8,0.542,7.7,6.4,2.5,2,13.6,14.8,2.8,-0.4
2014,Al Horford,C,27,ATL,22,0.588,14.8,15.2,1.4,3.6,12.3,24.7,2.8,3
2014,Brandon Knight,PG,22,MIL,16.5,0.523,6.1,26.6,1.5,0.6,13.2,26.8,2.8,-0.5
2014,Jameer Nelson,PG,31,ORL,13.9,0.515,6,35.1,1.2,0.2,17.3,20.1,2.8,-1.1
2014,Jeff Adrien,PF,27,TOT,17.4,0.553,18.2,6.8,1.3,3,10.6,17.3,2.7,-0.9
2014,Tony Allen,SG,32,MEM,15.6,0.531,9.6,11.7,3.8,1.2,16.2,20.1,2.7,1
2014,Richard Jefferson,SF,33,UTA,11.8,0.573,5.7,9.6,1.3,0.5,11.5,16.9,2.7,-1.4
2014,Khris Middleton,SF,22,MIL,12.5,0.541,7.2,11.7,1.8,0.7,11.9,19.1,2.7,-2.3
2014,Jermaine O'Neal,PF,35,GSW,15.3,0.57,15,4.2,0.8,3.4,14.5,17.8,2.7,-1.4
2014,Mirza Teletović,SF,28,BRK,14.3,0.559,11.4,7.1,1.1,1.4,8.8,20.5,2.7,-0.2
2014,Jason Thompson,PF,27,SAC,11.1,0.523,14.8,4.1,0.8,2.3,14.5,14.4,2.7,-3.2
2014,Ed Davis,PF,24,MEM,15.9,0.542,16.1,4.5,0.9,3.7,10.8,17.8,2.6,-1.2
2014,Mike Scott,PF,25,ATL,15.3,0.559,11.1,8.9,1,0.4,10.3,23.5,2.6,-1.6
2014,Derrick Williams,SF-PF,22,TOT,11.5,0.524,10,4.7,1.3,0.9,11.3,16.2,2.6,-2.1
2014,Lou Williams,PG,27,ATL,14.2,0.547,5,22.9,1.6,0.2,13.9,20.9,2.6,-0.8
2014,Cody Zeller,C,21,CHA,13.1,0.498,14.1,10.4,1.5,2.3,15,18.9,2.6,-2
2014,Tyler Zeller,C,24,CLE,15.4,0.581,15.1,5.6,0.9,3,14.9,17.1,2.6,-2.2
2014,Eric Gordon,SG,25,NOP,14.9,0.54,4.7,16.6,1.9,0.5,12.8,23.2,2.5,-0.5
2014,C.J. Miles,SG,26,CLE,16,0.569,5.9,9.1,2.4,1.3,9.1,22,2.5,2.4
2014,Kyle O'Quinn,C,23,ORL,16.5,0.526,17.3,10.9,1.7,5.8,16.1,18.6,2.5,-0.3
2014,Luis Scola,PF,33,IND,13.4,0.505,15.7,10.4,1,0.9,14.8,23.8,2.5,-2.5
2014,Nick Young,SG,28,LAL,16,0.564,4.9,9,1.2,0.5,8.6,26.8,2.5,-0.5
2014,Ömer Aşık,C,27,HOU,14,0.57,21.7,3.8,0.7,2.8,19.4,13.8,2.4,-1.5
2014,Jeff Ayres,PF,26,SAS,11.1,0.605,15.3,8.6,0.7,1.9,24.1,12.4,2.4,-2.1
2014,Shane Battier,SF,35,MIA,8.7,0.523,5.9,6,1.8,2.3,6.9,10,2.4,0
2014,Jerryd Bayless,PG,25,TOT,12,0.498,5,18.5,1.9,0.4,10.9,20.1,2.4,-1.8
2014,Omri Casspi,PF,25,HOU,12.9,0.528,11.3,10.5,1.7,0.8,13.4,18.3,2.4,-0.3
2014,Chris Douglas-Roberts,SF,27,CHA,12.2,0.588,6.6,7.9,1.5,1.2,11.1,14.7,2.4,-0.5
2014,Jared Dudley,SF,28,LAC,8.9,0.541,5.1,8.6,1.2,0.4,10.6,13.5,2.4,-1.5
2014,Anthony Morrow,SG,28,NOP,13.9,0.57,5.7,6.7,1.4,0.7,8.4,19.4,2.4,-0.9
2014,Ryan Anderson,PF,25,NOP,18.8,0.572,10.4,3.6,0.7,0.7,5,22.9,2.3,1.4
2014,Jae Crowder,SF,23,DAL,11.9,0.551,8.9,6.7,2.4,1.4,11.3,13.2,2.3,0.2
2014,Jarrett Jack,PG,30,CLE,11.5,0.498,5.6,22.7,1.3,0.8,14.8,17.8,2.3,-2.1
2014,Brook Lopez,C,25,BRK,25.4,0.629,11.5,6.1,0.9,4.8,9.1,27.1,2.3,3.7
2014,Shelvin Mack,PG,23,ATL,13.2,0.51,6.2,28.8,1.7,0.1,14.3,19,2.3,-1.1
2014,Aaron Brooks,PG,29,TOT,12.5,0.518,4.9,23.3,1.6,0.6,15.8,20.5,2.2,-1
2014,Gorgui Dieng,C,24,MIN,16.5,0.534,20,7.2,1.8,4.6,16.8,16.8,2.2,-1.1
2014,Raymond Felton,PG,29,NYK,12.9,0.476,5.7,28.1,2.1,1.2,16.3,18.2,2.2,-1.2
2014,Enes Freedom,C,21,UTA,15.6,0.523,16.1,6.4,0.7,1.5,13.3,23.3,2.2,-3.6
2014,Ryan Kelly,PF,22,LAL,12.6,0.548,8.9,10.7,1.2,2.5,9.8,15.9,2.2,-1.5
2014,Andre Miller,SG,37,TOT,13.9,0.534,7.4,29.2,1.7,0.7,18.7,14.5,2.2,0.8
2014,Brian Roberts,PG,28,NOP,13.4,0.529,4.7,22.1,1.3,0.4,12.9,20,2.2,-1.7
2014,Rodney Stuckey,SG,27,DET,14,0.516,4.7,12.7,1.4,0.4,11.3,24.3,2.2,-2.9
2014,Mo Williams,PG,31,POR,11.8,0.507,4.5,26.7,1.5,0.4,17.3,20.5,2.2,-2
2014,Alexis Ajinça,C,25,NOP,14.6,0.589,16.9,6.6,1.3,4.1,18.4,16.3,2.1,-2.6
2014,Matthew Dellavedova,SG,23,CLE,10.7,0.534,5.4,22.1,1.3,0.3,15.9,13.2,2.1,-1.8
2014,Henry Sims,C,23,TOT,16.1,0.535,14.8,9.5,1.6,1.9,11.1,18,2.1,-2.2
2014,Marreese Speights,C,26,GSW,15.2,0.507,16.1,5.3,0.5,2.6,11.6,25.4,2.1,-3.7
2014,Glen Davis,PF,28,TOT,13.1,0.491,11.9,7.8,1.8,1.4,10.4,19.9,2,-2.5
2014,Jon Leuer,PF,24,MEM,17.6,0.566,14.6,5.2,1.5,1.7,9.2,21.1,2,1
2014,Iman Shumpert,SG,23,NYK,9.6,0.48,9.2,9.8,2.5,0.6,13.3,14.1,2,-2
2014,Hollis Thompson,SF,22,PHI,9.5,0.57,7.7,6.1,1.5,0.5,12.9,11.3,2,-3.2
2014,Marcus Thornton,SG,26,TOT,12,0.511,6.6,7.3,1.7,0.5,8.9,19.7,2,-1.5
2014,James Anderson,SG,24,PHI,10.9,0.53,7,9.9,1.6,1,12.2,15.9,1.9,-2.6
2014,Wesley Johnson,SF,26,LAL,11,0.522,8.3,8.2,1.9,2.5,11.6,15.1,1.9,-1.1
2014,Dorell Wright,SF,28,POR,11.9,0.524,10.5,9.4,1.2,1.1,10.6,16.2,1.9,0.9
2014,Steve Blake,PG,33,TOT,11,0.508,5.7,28.8,1.8,0.4,21.5,13.8,1.8,-1.1
2014,Matt Bonner,PF,33,SAS,11.2,0.582,10.6,6.1,1.1,1.2,8.6,12.1,1.8,1
2014,Avery Bradley,SG,23,BOS,12.7,0.51,6.9,8.1,1.7,0.5,9.9,23.2,1.8,-1.9
2014,Caron Butler,SF,33,TOT,12.2,0.512,9.2,9.6,1.7,1,9.5,20.1,1.8,-1.4
2014,Kentavious Caldwell-Pope,SG,20,DET,9.4,0.483,5.4,5,2.4,0.6,5.4,13.9,1.8,-2.6
2014,Francisco García,SF,32,HOU,9.3,0.521,6.3,8.6,1.2,2.3,9,13.5,1.8,-0.1
2014,Nate Robinson,PG,29,DEN,15.6,0.544,5,21.3,2,0.3,12.1,23.5,1.8,0.6
2014,Jeff Withey,C,23,NOP,15.2,0.59,12.7,5.6,1.1,6.1,11,12,1.8,0.2
2014,Alan Anderson,SF,31,BRK,9.5,0.525,5.9,7.3,1.4,0.5,10.4,15.9,1.7,-2.8
2014,Rashard Lewis,SF,34,MIA,10.7,0.535,7.1,8.5,2.9,0.7,12.3,14.1,1.7,-0.3
2014,E'Twaun Moore,SG,24,ORL,11.1,0.513,5.1,11.8,2,0.7,10.2,16.4,1.7,-1.6
2014,Zaza Pachulia,C,29,MIL,14,0.502,14.4,16.3,1.8,0.9,18.5,17,1.7,-1.8
2014,John Salmons,SG-SF,34,TOT,7.8,0.462,5.5,12.8,1.4,0.9,11,12.8,1.7,-1.9
2014,Michael Beasley,SF,25,MIA,16.8,0.559,13,8.8,1.5,2.2,12.8,25.7,1.6,-2
2014,Jordan Hamilton,SF,23,TOT,12.7,0.507,10.4,7.9,2.1,1.5,10.4,18.7,1.6,0.7
2014,Devin Harris,PG,30,DAL,14.6,0.517,6,31,1.8,0.2,16.2,20.2,1.6,-0.5
2014,Ersan İlyasova,PF,26,MIL,13.8,0.486,13.3,8.4,1.6,0.4,8.7,21.3,1.6,-2.8
2014,Thomas Robinson,PF,22,POR,14.1,0.502,18.9,6,1.3,1.6,14.5,19.7,1.6,-3.2
2014,Tony Snell,SG,22,CHI,8,0.489,5.7,9.1,1.3,0.9,11.1,14.9,1.6,-2.6
2014,Jan Veselý,PF,23,TOT,12.7,0.498,13.9,4,3.4,3.5,15.4,13.2,1.6,-1.1
2014,Dion Waiters,SG,22,CLE,14,0.508,5.3,18.2,1.6,0.7,12.3,26.9,1.6,-1.5
2014,Quincy Acy,SF,23,TOT,10.1,0.52,14.4,4.9,1.4,2.5,15.4,10.1,1.5,-1.7
2014,Lavoy Allen,PF,24,TOT,12.5,0.47,15.7,10.1,1.1,2.4,12,14.6,1.5,-3.5
2014,Andrea Bargnani,C,28,NYK,14.5,0.51,10.4,6.1,0.6,3.7,9.6,22.4,1.5,-2.3
2014,Nick Calathes,SG,24,MEM,12.3,0.506,6.9,26.5,3,0.6,22.8,17.5,1.5,-0.9
2014,Reggie Evans,PF,33,TOT,11.7,0.516,21.5,3.5,2.1,0.3,21.9,13.4,1.5,-3.4
2014,Jrue Holiday,PG,23,NOP,17.1,0.505,7.2,38.9,2.6,0.9,17.9,23.3,1.5,0.4
2014,Perry Jones,PF,22,OKC,10.1,0.541,8.4,4.9,0.9,2,9.5,12.8,1.5,-1.4
2014,Tayshaun Prince,SF,33,MEM,8.2,0.438,7.1,8.9,1.1,0.8,7.3,13.3,1.5,-2.5
2014,Greg Stiemsma,C,28,NOP,9.7,0.584,13,5,1.8,4.7,24.4,8.1,1.5,-1.7
2014,Ronny Turiaf,C,31,MIN,13.9,0.578,15.6,5.7,0.7,6.3,15.7,10.7,1.5,0.5
2014,Pero Antić,C,31,ATL,11.7,0.545,13.1,9.8,1,1,14.5,18.6,1.4,-2.3
2014,Evan Fournier,SG,21,DEN,10.3,0.533,7.3,11.6,1.1,0.3,14.3,19.7,1.4,-2.9
2014,Joel Freeland,C,26,POR,11.3,0.498,15.4,7.1,0.7,2.1,15.5,12.4,1.4,-2.6
2014,Drew Gooden,C,32,WAS,18.4,0.591,16.7,6.3,1.3,1.5,9.9,19.7,1.4,0.4
2014,Chuck Hayes,C,30,TOT,10,0.468,16.1,6.8,2.3,1.3,19,10.4,1.4,-1.8
2014,Jonas Jerebko,PF,26,DET,13.4,0.577,12.9,7.8,1.4,0.6,15.5,16,1.4,-1.5
2014,Chris Johnson,SF,23,BOS,10.8,0.537,7,6,1.8,0.4,8.6,14.3,1.4,-1.2
2014,Donatas Motiejūnas,PF,23,HOU,10.7,0.504,13.1,5.5,1,1.6,12.7,17.8,1.4,-3.8
2014,Steve Novak,PF,30,TOR,11.1,0.599,6.3,3.8,1.2,0.6,3.3,12.9,1.4,1.5
2014,Travis Outlaw,SF,29,SAC,10.4,0.492,8.9,7,1,1.4,6.9,15.5,1.4,-1.4
2014,Robert Sacre,C,24,LAL,12.1,0.513,12.5,7,1.1,3.1,11.4,15.5,1.4,-3.6
2014,Evan Turner,SF,25,TOT,12.4,0.498,9,17.8,1.3,0.2,14.3,23.2,1.4,-3.3
2014,Michael Carter-Williams,PG,22,PHI,15.5,0.48,9.8,30.2,2.6,1.4,16.9,25.7,1.3,-0.5
2014,Danny Granger,SF,30,TOT,10.9,0.502,8.8,7.8,0.7,1.5,12,20.5,1.3,-1.4
2014,Ryan Hollins,PF,29,LAC,11.9,0.73,10.4,2.4,0.9,4.9,23.1,11.5,1.3,-1.9
2014,Andrei Kirilenko,PF,32,BRK,12.4,0.532,10.2,13.1,2.4,1.9,20.3,14.6,1.3,-0.4
2014,Cartier Martin,SF,29,TOT,11,0.562,7.3,5.9,1.6,0.6,10.4,17.1,1.3,-1.3
2014,Victor Oladipo,PG,21,ORL,13.6,0.514,7.5,21.9,2.7,1.2,19.2,24.4,1.3,-1.4
2014,Gerald Wallace,SF,31,BOS,10,0.543,8.5,14.9,2.7,0.8,26.1,11.6,1.3,-0.8
2014,Cole Aldrich,C,25,NYK,19.1,0.62,23,6.4,1.3,8.1,19.5,13,1.2,1.5
2014,Giannis Antetokounmpo,SF,19,MIL,10.8,0.518,10.2,12.1,1.7,2.6,19.4,15,1.2,-2.5
2014,Norris Cole,PG,25,MIA,8.8,0.497,5,17.9,2,0.2,19.3,15.6,1.2,-3.1
2014,Kevin Garnett*,C,37,BRK,13.3,0.467,19.3,12.4,2,3,15.5,18.9,1.2,-1.2
2014,Kenyon Martin,PF,36,NYK,12.2,0.521,12.5,11.9,2.1,3.8,16.5,11.6,1.2,0
2014,Nate Wolters,PG,22,MIL,12.7,0.486,6.5,23.3,1.4,0.9,11.7,16.8,1.2,-1.8
2014,Rasual Butler,SG,34,IND,12.2,0.585,6.1,7.4,1,1.8,8.7,15.4,1.1,0.3
2014,Udonis Haslem,PF,33,MIA,10.5,0.523,16.8,2.9,0.9,2,12.7,13.9,1.1,-3.9
2014,Robbie Hummel,SF,24,MIN,9.6,0.492,11,5,1.2,0.2,5.2,12.6,1.1,-2
2014,Miroslav Raduljica,C,26,MIL,15.3,0.603,13.3,8.3,0.8,2.3,15.7,17.3,1.1,-3.6
2014,Rajon Rondo,PG,27,BOS,15.3,0.461,9.3,47.7,2.1,0.2,20.7,21.3,1.1,-0.3
2014,Josh Smith,SF,28,DET,14.1,0.463,10.4,15,1.9,3.2,12.7,24.5,1.1,-0.8
2014,Will Bynum,PG,31,DET,14.4,0.502,5.1,32.5,1.9,0.5,17.6,23.8,1,-2.1
2014,Chris Copeland,SF,29,IND,17.6,0.621,6.8,12.6,0.6,2,10.2,23.7,1,4.5
2014,Nando De Colo,SF,26,TOT,13.1,0.526,8.4,19.7,2.3,0.9,17.2,18.6,1,0.2
2014,Luc Mbah a Moute,PF-SF,27,TOT,8.3,0.503,8,5.1,1.5,1.1,15.2,11.2,1,-2.8
2014,Gary Neal,SG,29,TOT,12.5,0.53,4.6,13,0.8,0,11,23.8,1,-3
2014,Ish Smith,PG,25,PHO,11.7,0.438,7.2,26,2.4,1,17.9,15.9,1,-1.4
2014,Chase Budinger,SF,25,MIN,9.7,0.505,7.5,6.2,1.2,0.2,8.1,16.7,0.9,-2.5
2014,Trey Burke,PG,21,UTA,12.6,0.473,5.3,29.4,1,0.2,12.2,21.8,0.9,-2.6
2014,Toney Douglas,PG,27,TOT,9.2,0.493,7.8,14.6,1.5,0.6,14.2,16.3,0.9,-2
2014,Alonzo Gee,SF,26,CLE,8.6,0.491,8.2,6.9,2,1.2,14.3,13.4,0.9,-3.1
2014,Kendall Marshall,PG,22,LAL,12.6,0.494,5.3,44.3,1.5,0.2,25.6,16.3,0.9,-2.4
2014,Jason Smith,PF,27,NOP,12.4,0.495,12.7,5.6,0.7,2.9,8.4,18.2,0.9,-3.6
2014,Jimmer Fredette,SG,24,TOT,15.8,0.578,5.7,22.2,1.4,0.5,16.9,24.3,0.8,0.6
2014,Ben McLemore,SG,20,SAC,7.7,0.485,6.1,5.8,1,0.7,11.5,16.9,0.8,-4
2014,Darius Miller,SF,23,NOP,9,0.55,4.2,8.7,1.7,1,10.8,12.8,0.8,-2.8
2014,Nazr Mohammed,C,36,CHI,10.1,0.445,17.7,5.8,1.3,4.1,21,14.5,0.8,-3.9
2014,Kendrick Perkins,C,29,OKC,6.3,0.474,14.2,7.6,1.1,2.2,28.8,11.5,0.8,-4.2
2014,Andre Roberson,SG,22,OKC,9,0.518,13.3,5.2,2.4,2,20.8,10.1,0.8,-2.4
2014,Kevin Séraphin,C,24,WAS,12.5,0.533,12.8,4.9,0.3,3.7,14.9,21.5,0.8,-5.2
2014,Hedo Türkoğlu,SF,34,LAC,11.3,0.492,12.6,11.9,2.4,2,12,15,0.8,0.2
2014,Beno Udrih,SG,31,TOT,12.7,0.523,5.4,28,1.9,0.5,19.7,17.2,0.8,-1.8
2014,Jarvis Varnado,PF,25,TOT,13.3,0.597,10,5.7,1.4,6.8,10.8,11.6,0.8,-2.3
2014,Darrell Arthur,SF,25,DEN,9.4,0.459,9.8,8,1.6,3,11.7,18.1,0.7,-3.2
2014,Gustavo Ayón,C,28,ATL,12.9,0.505,16.9,10,3,1.8,20.7,14.8,0.7,-1.2
2014,Luke Babbitt,PF,24,NOP,12.1,0.525,10.8,9.4,0.8,1.9,8.5,17,0.7,-1.1
2014,J.J. Barea,PG,29,MIN,11.6,0.471,5.7,32.7,0.9,0,15.2,23.9,0.7,-2.7
2014,Wayne Ellington,SG,26,DAL,12.2,0.554,6.3,7.1,2.1,0.4,7.8,16.4,0.7,-0.8
2014,Jordan Farmar,PG,27,LAL,15,0.533,6.1,34.6,2,0.6,19.6,23.2,0.7,-0.7
2014,Josh Harrellson,C,24,DET,13.4,0.547,13.1,6.9,1,3.8,10.5,12.8,0.7,-0.7
2014,James Jones,SF,33,MIA,15.4,0.666,6.1,5.8,0.7,1.5,5.2,15.6,0.7,3.2
2014,Larry Sanders,C,25,MIL,14,0.478,16.2,5.3,1.6,5.6,12.3,16.4,0.7,-3
2014,Shawne Williams,PF,27,LAL,9.5,0.503,11.9,5.7,1.2,2.9,9.5,12.9,0.7,-1.7
2014,Will Barton,SG,23,POR,13.5,0.488,10.3,13.3,1.2,1.3,9.6,21.2,0.6,-1.3
2014,Aron Baynes,C,27,SAS,9.7,0.467,16.6,9.9,0.2,0.7,17.3,19.2,0.6,-5.7
2014,Dewayne Dedmon,C,24,TOT,10.7,0.5,18.1,1.9,0.9,4.5,15.6,13.1,0.6,-4.7
2014,Meyers Leonard,C,21,POR,9.4,0.489,16.8,7.3,1,1,13,14.2,0.6,-4
2014,Andrew Nicholson,PF,24,ORL,9.9,0.489,12.3,3.5,0.8,1.5,10.3,19.3,0.6,-5.1
2014,Anthony Randolph,PF,24,DEN,12.2,0.499,12.5,9.1,2.4,2.7,15.9,19.8,0.6,-0.8
2014,Austin Rivers,PG,21,NOP,11.6,0.482,5.6,18.7,1.8,0.6,12.3,21.3,0.6,-3.4
2014,Willie Green,SG,32,LAC,7.1,0.477,5,8.3,1.3,1,10.6,16.3,0.5,-3.2
2014,Mike Harris,PF,30,UTA,15.3,0.576,8.4,3.6,3.7,2.4,13.1,17.1,0.5,0.3
2014,Chris Kaman,C,31,LAL,17,0.537,16.6,14.1,0.7,3.9,16.4,26.7,0.5,-1.4
2014,Doron Lamb,SG,22,ORL,7.5,0.543,4,9.3,0.8,0.1,13.3,13.3,0.5,-4.6
2014,Byron Mullens,C,24,TOT,12.8,0.544,12.1,5.5,1.8,2.1,13.4,20.9,0.5,-1.7
2014,Greg Oden,C,26,MIA,12.4,0.567,16,0.7,1.7,5.3,16.9,16,0.5,-4.8
2014,Jannero Pargo,PG,34,CHA,18.9,0.554,4.7,40.3,3,0.3,17.5,28.4,0.5,2.7
2014,Jeremy Tyler,C,22,NYK,13,0.532,16.1,3.3,0.8,4.5,15.9,19.1,0.5,-5.5
2014,Leandro Barbosa,PG,31,PHO,11.5,0.506,5.6,13.4,1,0.8,11.4,20,0.4,-2.8
2014,MarShon Brooks,SG,25,TOT,15.5,0.551,9.3,12.9,2.2,0.9,14.3,23.4,0.4,-1.1
2014,Andrew Bynum,C,26,TOT,15.2,0.456,15.8,9.7,0.6,4.7,12.1,24.3,0.4,-1.9
2014,Landry Fields,SF,25,TOR,8.6,0.443,10.7,9.3,1.6,0.7,12.5,12.4,0.4,-1.4
2014,Rudy Gobert,C,21,UTA,12.9,0.507,20.6,2.4,1,7.4,23.8,14.2,0.4,-2.7
2014,Al Harrington,PF,33,WAS,9.7,0.506,9.1,8.7,1.4,0,13.3,22.7,0.4,-4.2
2014,Solomon Hill,SF,22,IND,7.6,0.545,10.2,7.9,1.1,0.7,23.2,11.3,0.4,-2.4
2014,Carl Landry,PF,30,SAC,11.2,0.563,13.8,3.4,0.7,0.3,11.8,14.5,0.4,-3.1
2014,Ray McCallum,PG,22,SAC,9.7,0.439,5,21,1.2,0.8,10.9,17.6,0.4,-3.1
2014,Quincy Pondexter,SG,25,MEM,10.3,0.52,5.7,11,1,0.3,14.2,18,0.4,-2
2014,Hilton Armstrong,C,29,GSW,17,0.48,26.5,7.1,2.1,3.1,18.7,14.5,0.3,-0.1
2014,Dionte Christmas,SF,27,PHO,11.1,0.489,10.8,5.8,0.5,1.1,7.6,17.4,0.3,-1.8
2014,Earl Clark,PF,26,TOT,9.1,0.466,10.5,3.7,1.1,2.8,10.1,17.9,0.3,-2.6
2014,Vítor Luiz Faverani,C,25,BOS,11,0.502,14.9,5.2,1.5,4.3,20.1,18.6,0.3,-3.2
2014,Xavier Henry,SF,22,LAL,12.3,0.511,6.7,8.8,2.4,0.6,11.9,23.1,0.3,-2.8
2014,Roger Mason,SG,33,MIA,8.2,0.528,5.3,10.5,1.2,0.3,11.4,14.5,0.3,-2.7
2014,Jason Maxiell,PF,30,ORL,8.1,0.459,10,2.8,0.8,3.2,10.6,12.4,0.3,-4.2
2014,Shabazz Muhammad,SG,21,MIN,13.1,0.505,10,3.4,1.4,0.3,10.2,23.1,0.3,-4.5
2014,Daniel Orton,C,23,PHI,10.5,0.54,13.1,8.5,1.2,5.1,23,13.2,0.3,-4
2014,Donald Sloan,SG,26,IND,8.5,0.437,6.3,20.1,1.3,0.2,14.9,17.2,0.3,-3
2014,Garrett Temple,SG,27,WAS,7.8,0.431,6.2,15.8,2.8,1.4,20.8,14.3,0.3,-3
2014,Elliot Williams,SG,24,PHI,8.7,0.519,6.1,9.4,1.5,0.2,14.9,16.7,0.3,-5.6
2014,Metta World Peace,SF,34,NYK,11.7,0.469,8.9,7.1,3.3,1.8,11.4,20,0.3,-1.4
2014,Chris Wright,SF,25,MIL,16.5,0.577,9.1,6.9,2.9,3.2,10.7,16.7,0.3,-0.2
2014,Joel Anthony,C,31,TOT,8.1,0.394,11.8,1.6,0.8,5.2,7.8,9.3,0.2,-5
2014,Kent Bazemore,SG,24,TOT,11.2,0.515,6.9,15.7,2.3,1,16.8,22.6,0.2,-3.3
2014,Reggie Bullock,SF,22,LAC,6.7,0.46,7.6,4.3,1.1,0.2,9.4,15.4,0.2,-3.3
2014,Isaiah Canaan,PG,22,HOU,9.5,0.506,5.3,13.2,1.6,1.2,17.4,21,0.2,-4
2014,Victor Claver,SF,25,POR,8.8,0.502,11.4,9.1,0.8,1.1,19,13.7,0.2,-3.2
2014,Troy Daniels,SG,22,HOU,16,0.677,3,11.4,0,0,8.8,19.9,0.2,0.4
2014,Archie Goodwin,SG,19,PHO,10.3,0.507,9.2,5.7,1.9,1.6,18.7,19.4,0.2,-3.2
2014,Jorge Gutiérrez,PG,25,BRK,8.7,0.523,5.4,19.4,2.2,0.3,19.1,14.1,0.2,-4.9
2014,Alex Len,C,20,PHO,7.3,0.469,15.3,1.6,0.6,3.8,22.1,14.3,0.2,-6.6
2014,CJ McCollum,SG,22,POR,9,0.521,5.4,8.7,1.5,0.3,15.4,20.9,0.2,-3.4
2014,Tony Mitchell,PF,21,DET,18.1,0.54,18,3.4,3.8,3,16.4,13.2,0.2,0.4
2014,Mike Muscala,PF,22,ATL,10.8,0.48,14,5.2,0.7,3.7,13.2,19.3,0.2,-5.5
2014,Alexey Shved,SG,25,MIN,10.2,0.452,6.6,14.9,1.9,1.8,14.8,20.8,0.2,-1.9
2014,Chris Singleton,SF,24,WAS,8.8,0.481,12.8,3.5,1.9,1,17.9,17.2,0.2,-4.6
2014,Greg Smith,C,23,HOU,13.7,0.629,15,0,0.5,1.5,14.2,15.4,0.2,-2.5
2014,Julyan Stone,SG,25,TOR,6.6,0.491,9.7,14.5,1.3,0,21.4,8.8,0.2,-2.9
2014,Jason Terry,PG,36,BRK,7.4,0.501,3.9,15.3,1.2,0,14.5,15.3,0.2,-3.5
2014,Casper Ware,PG,24,PHI,13,0.538,4.2,13.7,3.3,0,10.1,18.1,0.2,-2.4
2014,Lou Amundson,PF,31,TOT,9.1,0.446,17.3,4.7,2.5,5,24.8,13.9,0.1,-6.5
2014,Keith Bogans,SG,33,BOS,9.9,0.82,3.1,7.7,0.9,0,12,6.7,0.1,-2
2014,Jason Collins,C,35,BRK,4.1,0.485,6.6,3.5,2.4,0.5,21.4,8.9,0.1,-6.7
2014,Robert Covington,SF,23,HOU,15,0.571,8.2,0,2.9,0,6.7,19.3,0.1,0.7
2014,Allen Crabbe,SG,21,POR,7.7,0.475,4.8,8.7,1,0.7,7.9,16.5,0.1,-6.1
2014,Jared Cunningham,SG,22,TOT,8.5,0.464,4.3,14.4,1.9,0,6.7,16.6,0.1,-4.1
2014,Brandon Davies,PF,22,PHI,7.5,0.476,10.2,7.1,2,1.1,18.8,13.7,0.1,-6.3
2014,Austin Daye,SF,25,TOT,11,0.456,10.4,8.2,1.4,2,6.5,23.7,0.1,-3.8
2014,Aaron Gray,C,29,TOT,7.8,0.466,17.7,9.1,1.4,1.8,30.8,12.5,0.1,-4.7
2014,Justin Hamilton,C,23,TOT,11.9,0.586,6.1,0,3.6,0,15.3,17.4,0.1,-3.8
2014,Bernard James,C,28,DAL,8.5,0.503,16.6,2.8,1.1,4.5,26.4,11.8,0.1,-4.9
2014,Antawn Jamison,PF,37,LAC,7.8,0.408,12.3,4.1,1.8,0.9,6.4,19.6,0.1,-4.7
2014,Othyus Jeffers,SG,28,TOT,6.9,0.58,10.7,2.8,0,0,11.4,8.3,0.1,-3.2
2014,Orlando Johnson,SG,24,TOT,5.3,0.402,7.9,7.7,0.8,0.4,10.8,16.2,0.1,-5.1
2014,O.J. Mayo,SG,26,MIL,11.2,0.516,5.3,14.6,1.1,0.8,13.9,23,0.1,-3.4
2014,Tony Mitchell,SF,24,MIL,30.9,0.6,5.7,22.6,5.2,0,0,22.6,0.1,10.6
2014,Steve Nash*,PG,39,LAL,12.2,0.488,4.9,40.3,1.1,0.5,22.9,18.9,0.1,-3.6
2014,Phil Pressey,PG,22,BOS,8.8,0.39,5.3,30.8,3.1,0.3,24.2,14.1,0.1,-3.3
2014,Shavlik Randolph,PF,30,PHO,7.7,0.531,14.8,1.4,1.6,0.8,21,11,0.1,-4.9
2014,Luke Ridnour,PG,32,TOT,9,0.452,4.8,24.3,1.5,0.6,16.3,16.1,0.1,-4.4
2014,Charlie Villanueva,PF,29,DET,12.7,0.469,10.3,5.5,1.1,2.2,6.7,25,0.1,-2.4
2014,Maalik Wayns,PG,22,LAC,19.3,0.5,12.3,31.7,11.1,0,0,9.8,0.1,4.8
2014,Chris Babb,SG,23,BOS,3.7,0.367,7.3,3.3,2.3,0,9.1,11.1,0,-6.1
2014,Andris Biedriņš,C,27,UTA,2.4,0.412,21.8,0,0,0,35.5,5.7,0,-8.2
2014,Ronnie Brewer,SF,28,TOT,3.4,0.22,4.9,8.1,1.9,0.5,11.2,4.9,0,-2.4
2014,Dwight Buycks,PG,24,TOR,7.2,0.414,9.2,10.6,2.9,0,16.1,19.3,0,-3.4
